year,round,series,winner_team_id,loser_team_id,winner_team_wins,loser_team_losses,winner_team_year,winner_team_league,winner_team_franchise,winner_team_conference,winner_team_division,winner_team_rank,winner_team_playoff,winner_team_seeded,winner_team_first_round,winner_team_semis,winner_team_finals,winner_team_name,winner_team_off_fg_made,winner_team_off_fg_attempted,winner_team_off_ft_made,winner_team_off_ft_attempted,winner_team_off_3pt_made,winner_team_off_3pt_attempted,winner_team_off_orebounds,winner_team_off_drebounds,winner_team_off_rebounds,winner_team_off_assists,winner_team_off_pf,winner_team_off_steals,winner_team_off_turnovers,winner_team_off_blocks,winner_team_off_points,winner_team_def_fg_made,winner_team_def_fg_attempted,winner_team_def_ft_made,winner_team_def_ft_attempted,winner_team_def_3pt_made,winner_team_def_3pt_attempted,winner_team_def_orebounds,winner_team_def_drebounds,winner_team_def_rebounds,winner_team_def_assists,winner_team_def_pf,winner_team_def_steals,winner_team_def_turnovers,winner_team_def_blocks,winner_team_def_points,winner_team_orb,winner_team_drb,winner_team_trb,winner_team_opp_orb,winner_team_opp_drb,winner_team_opp_trb,winner_team_losses,winner_team_games_played,winner_team_home_wins,winner_team_home_losses,winner_team_away_wins,winner_team_away_losses,winner_team_conf_wins,winner_team_conf_losses,winner_team_minutes,winner_team_attendance,winner_team_arena,loser_team_year,loser_team_league,loser_team_franchise,loser_team_conference,loser_team_division,loser_team_rank,loser_team_playoff,loser_team_seeded,loser_team_first_round,loser_team_semis,loser_team_finals,loser_team_name,loser_team_off_fg_made,loser_team_off_fg_attempted,loser_team_off_ft_made,loser_team_off_ft_attempted,loser_team_off_3pt_made,loser_team_off_3pt_attempted,loser_team_off_orebounds,loser_team_off_drebounds,loser_team_off_rebounds,loser_team_off_assists,loser_team_off_pf,loser_team_off_steals,loser_team_off_turnovers,loser_team_off_blocks,loser_team_off_points,loser_team_def_fg_made,loser_team_def_fg_attempted,loser_team_def_ft_made,loser_team_def_ft_attempted,loser_team_def_3pt_made,loser_team_def_3pt_attempted,loser_team_def_orebounds,loser_team_def_drebounds,loser_team_def_rebounds,loser_team_def_assists,loser_team_def_pf,loser_team_def_steals,loser_team_def_turnovers,loser_team_def_blocks,loser_team_def_points,loser_team_orb,loser_team_drb,loser_team_trb,loser_team_opp_orb,loser_team_opp_drb,loser_team_opp_trb,loser_team_wins,loser_team_games_played,loser_team_home_wins,loser_team_home_losses,loser_team_away_wins,loser_team_away_losses,loser_team_conf_wins,loser_team_conf_losses,loser_team_minutes,loser_team_attendance,loser_team_arena,winner_post_W,winner_post_L,loser_post_W,loser_post_L,winner_coach_id,winner_coach_wins,winner_coach_losses,winner_coach_stint,winner_coach_post_wins,winner_coach_post_losses,loser_coach_id,loser_coach_wins,loser_coach_losses,loser_coach_stint,loser_coach_post_wins,loser_coach_post_losses,playerID,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate,award
2,CF,E,CON,NYL,18,16,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,18,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,3,2,3,thibami99w,18,16,0,5,3,adubari99w,7,9,1,0,0,blackde01w,0,CON,WNBA,31,4,347,55,13,23,36,47,19,0,15,35,56,26,4,3,1,0,0,8,0,73,9,2,9,11,7,4,0,6,12,14,4,0,0,1,1,0,blackde01w,G,0,0,63.0,124,St. Joseph's,,1966-07-29,0000-00-00,Defensive Player of the Year
2,CF,E,CON,NYL,18,16,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,18,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,3,2,3,thibami99w,18,16,0,5,3,coylepa99w,11,7,2,2,3,blackde01w,0,CON,WNBA,31,4,347,55,13,23,36,47,19,0,15,35,56,26,4,3,1,0,0,8,0,73,9,2,9,11,7,4,0,6,12,14,4,0,0,1,1,0,blackde01w,G,0,0,63.0,124,St. Joseph's,,1966-07-29,0000-00-00,Defensive Player of the Year
7,CF,E,CON,NYL,18,16,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,18,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,3,2,3,thibami99w,18,16,0,5,3,adubari99w,7,9,1,0,0,douglka01w,0,CON,WNBA,34,34,1120,364,33,99,132,90,50,13,52,73,321,125,77,61,153,53,0,8,8,268,82,9,23,32,22,10,0,16,19,66,23,27,25,37,11,0,douglka01w,G-F,0,0,72.0,167,Purdue,,1979-05-07,0000-00-00,All-Star Game Most Valuable Player
7,CF,E,CON,NYL,18,16,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,18,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,3,2,3,thibami99w,18,16,0,5,3,coylepa99w,11,7,2,2,3,douglka01w,0,CON,WNBA,34,34,1120,364,33,99,132,90,50,13,52,73,321,125,77,61,153,53,0,8,8,268,82,9,23,32,22,10,0,16,19,66,23,27,25,37,11,0,douglka01w,G-F,0,0,72.0,167,Purdue,,1979-05-07,0000-00-00,All-Star Game Most Valuable Player
6,CF,E,CON,NYL,18,16,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,18,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,3,2,3,thibami99w,18,16,0,5,3,adubari99w,7,9,1,0,0,mcwilta01w,0,CON,WNBA,34,34,1133,413,83,161,244,63,48,45,73,96,352,168,128,77,12,0,1,8,8,252,83,19,40,59,15,12,6,13,22,87,35,18,12,2,1,0,mcwilta01w,F-C,0,0,74.0,188,St. Edwards,,1970-10-20,0000-00-00,Kim Perrot Sportsmanship Award
6,CF,E,CON,NYL,18,16,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,18,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,3,2,3,thibami99w,18,16,0,5,3,coylepa99w,11,7,2,2,3,mcwilta01w,0,CON,WNBA,34,34,1133,413,83,161,244,63,48,45,73,96,352,168,128,77,12,0,1,8,8,252,83,19,40,59,15,12,6,13,22,87,35,18,12,2,1,0,mcwilta01w,F-C,0,0,74.0,188,St. Edwards,,1970-10-20,0000-00-00,Kim Perrot Sportsmanship Award
5,CF,E,CON,NYL,18,16,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,18,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,3,2,3,thibami99w,18,16,0,5,3,adubari99w,7,9,1,0,0,palmewe01w,0,CON,WNBA,33,33,786,297,47,135,182,30,23,5,40,77,253,108,85,68,41,13,0,8,8,156,44,10,25,35,1,3,3,8,11,49,18,8,5,12,3,0,palmewe01w,F,0,0,74.0,165,Virginia,,1974-08-12,0000-00-00,Most Improved Player
5,CF,E,CON,NYL,18,16,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,18,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,3,2,3,thibami99w,18,16,0,5,3,coylepa99w,11,7,2,2,3,palmewe01w,0,CON,WNBA,33,33,786,297,47,135,182,30,23,5,40,77,253,108,85,68,41,13,0,8,8,156,44,10,25,35,1,3,3,8,11,49,18,8,5,12,3,0,palmewe01w,F,0,0,74.0,165,Virginia,,1974-08-12,0000-00-00,Most Improved Player
2,FR,A,CON,WAS,18,17,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,WAS,EA,,4,Y,0,L,,,Washington Mystics,873,2088,474,661,105,283,337,726,1063,467,652,255,424,128,2325,864,2013,510,686,146,425,336,770,1106,534,627,237,492,111,2384,0,0,0,0,0,0,17,34,11,6,6,11,9,11,6850,214448,Verizon Center,5,3,1,2,thibami99w,18,16,0,5,3,adamsmi01w,17,17,0,1,2,blackde01w,0,CON,WNBA,31,4,347,55,13,23,36,47,19,0,15,35,56,26,4,3,1,0,0,8,0,73,9,2,9,11,7,4,0,6,12,14,4,0,0,1,1,0,blackde01w,G,0,0,63.0,124,St. Joseph's,,1966-07-29,0000-00-00,Defensive Player of the Year
7,FR,A,CON,WAS,18,17,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,WAS,EA,,4,Y,0,L,,,Washington Mystics,873,2088,474,661,105,283,337,726,1063,467,652,255,424,128,2325,864,2013,510,686,146,425,336,770,1106,534,627,237,492,111,2384,0,0,0,0,0,0,17,34,11,6,6,11,9,11,6850,214448,Verizon Center,5,3,1,2,thibami99w,18,16,0,5,3,adamsmi01w,17,17,0,1,2,douglka01w,0,CON,WNBA,34,34,1120,364,33,99,132,90,50,13,52,73,321,125,77,61,153,53,0,8,8,268,82,9,23,32,22,10,0,16,19,66,23,27,25,37,11,0,douglka01w,G-F,0,0,72.0,167,Purdue,,1979-05-07,0000-00-00,All-Star Game Most Valuable Player
6,FR,A,CON,WAS,18,17,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,WAS,EA,,4,Y,0,L,,,Washington Mystics,873,2088,474,661,105,283,337,726,1063,467,652,255,424,128,2325,864,2013,510,686,146,425,336,770,1106,534,627,237,492,111,2384,0,0,0,0,0,0,17,34,11,6,6,11,9,11,6850,214448,Verizon Center,5,3,1,2,thibami99w,18,16,0,5,3,adamsmi01w,17,17,0,1,2,mcwilta01w,0,CON,WNBA,34,34,1133,413,83,161,244,63,48,45,73,96,352,168,128,77,12,0,1,8,8,252,83,19,40,59,15,12,6,13,22,87,35,18,12,2,1,0,mcwilta01w,F-C,0,0,74.0,188,St. Edwards,,1970-10-20,0000-00-00,Kim Perrot Sportsmanship Award
5,FR,A,CON,WAS,18,17,5,WNBA,CON,EA,,1,Y,0,W,W,L,Connecticut Sun,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,0,0,0,0,0,0,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5,WNBA,WAS,EA,,4,Y,0,L,,,Washington Mystics,873,2088,474,661,105,283,337,726,1063,467,652,255,424,128,2325,864,2013,510,686,146,425,336,770,1106,534,627,237,492,111,2384,0,0,0,0,0,0,17,34,11,6,6,11,9,11,6850,214448,Verizon Center,5,3,1,2,thibami99w,18,16,0,5,3,adamsmi01w,17,17,0,1,2,palmewe01w,0,CON,WNBA,33,33,786,297,47,135,182,30,23,5,40,77,253,108,85,68,41,13,0,8,8,156,44,10,25,35,1,3,3,8,11,49,18,8,5,12,3,0,palmewe01w,F,0,0,74.0,165,Virginia,,1974-08-12,0000-00-00,Most Improved Player
9,FR,B,NYL,DET,18,17,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,16,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,WNBA,DET,EA,,3,Y,0,L,,,Detroit Shock,874,2097,556,792,62,209,397,773,1170,564,648,277,513,148,2366,860,2098,470,609,191,533,325,730,1055,515,728,289,496,131,2381,0,0,0,0,0,0,17,34,8,9,9,8,11,9,6850,160860,The Palace of Auburn Hills,2,3,1,2,adubari99w,7,9,1,0,0,laimbbi01w,17,17,0,1,2,johnsvi01w,0,NYL,WNBA,34,34,1119,321,37,84,121,124,25,4,71,75,293,121,70,62,60,17,0,5,5,161,41,11,11,22,16,5,1,4,10,39,14,12,11,10,2,0,johnsvi01w,G-F,0,0,69.0,150,Louisiana Tech,,1972-04-15,0000-00-00,Kim Perrot Sportsmanship Award
9,FR,B,NYL,DET,18,17,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,16,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,WNBA,DET,EA,,3,Y,0,L,,,Detroit Shock,874,2097,556,792,62,209,397,773,1170,564,648,277,513,148,2366,860,2098,470,609,191,533,325,730,1055,515,728,289,496,131,2381,0,0,0,0,0,0,17,34,8,9,9,8,11,9,6850,160860,The Palace of Auburn Hills,2,3,1,2,coylepa99w,11,7,2,2,3,laimbbi01w,17,17,0,1,2,johnsvi01w,0,NYL,WNBA,34,34,1119,321,37,84,121,124,25,4,71,75,293,121,70,62,60,17,0,5,5,161,41,11,11,22,16,5,1,4,10,39,14,12,11,10,2,0,johnsvi01w,G-F,0,0,69.0,150,Louisiana Tech,,1972-04-15,0000-00-00,Kim Perrot Sportsmanship Award
1,FR,B,NYL,DET,18,17,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,16,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,WNBA,DET,EA,,3,Y,0,L,,,Detroit Shock,874,2097,556,792,62,209,397,773,1170,564,648,277,513,148,2366,860,2098,470,609,191,533,325,730,1055,515,728,289,496,131,2381,0,0,0,0,0,0,17,34,8,9,9,8,11,9,6850,160860,The Palace of Auburn Hills,2,3,1,2,adubari99w,7,9,1,0,0,laimbbi01w,17,17,0,1,2,phillta01w,0,NYL,WNBA,13,13,311,87,28,42,70,16,14,10,33,41,95,33,46,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phillta01w,F-C,0,0,74.0,200,Central Florida,,1969-03-06,0000-00-00,Most Improved Player
1,FR,B,NYL,DET,18,17,5,WNBA,NYL,EA,,2,Y,0,W,L,,New York Liberty,819,1932,398,531,216,617,263,741,1004,539,587,209,506,124,2252,867,2096,431,579,132,416,371,730,1101,517,589,288,430,123,2297,0,0,0,0,0,0,16,34,11,6,7,10,10,10,6900,168062,Madison Square Garden (IV),5,WNBA,DET,EA,,3,Y,0,L,,,Detroit Shock,874,2097,556,792,62,209,397,773,1170,564,648,277,513,148,2366,860,2098,470,609,191,533,325,730,1055,515,728,289,496,131,2381,0,0,0,0,0,0,17,34,8,9,9,8,11,9,6850,160860,The Palace of Auburn Hills,2,3,1,2,coylepa99w,11,7,2,2,3,laimbbi01w,17,17,0,1,2,phillta01w,0,NYL,WNBA,13,13,311,87,28,42,70,16,14,10,33,41,95,33,46,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phillta01w,F-C,0,0,74.0,200,Central Florida,,1969-03-06,0000-00-00,Most Improved Player
7,FR,D,SAC,LAS,18,9,5,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),5,WNBA,LAS,WE,,1,Y,0,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,0,0,0,0,0,0,25,34,15,2,10,7,16,6,6975,177269,Staples Center,3,3,1,2,whisejo99w,18,16,0,3,3,coopemi01w,14,6,1,0,0,boltoru01w,0,SAC,WNBA,34,4,469,160,17,32,49,31,23,0,15,45,154,57,19,14,79,32,0,6,0,53,9,1,3,4,3,4,0,3,3,18,3,4,3,9,0,0,boltoru01w,G,0,0,69.0,150,Auburn,,1967-05-25,0000-00-00,WNBA All Decade Team Honorable Mention
7,FR,D,SAC,LAS,18,9,5,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),5,WNBA,LAS,WE,,1,Y,0,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,0,0,0,0,0,0,25,34,15,2,10,7,16,6,6975,177269,Staples Center,3,3,1,2,whisejo99w,18,16,0,3,3,thompka99w,11,3,2,1,2,boltoru01w,0,SAC,WNBA,34,4,469,160,17,32,49,31,23,0,15,45,154,57,19,14,79,32,0,6,0,53,9,1,3,4,3,4,0,3,3,18,3,4,3,9,0,0,boltoru01w,G,0,0,69.0,150,Auburn,,1967-05-25,0000-00-00,WNBA All Decade Team Honorable Mention
7,FR,D,SAC,LAS,18,9,5,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),5,WNBA,LAS,WE,,1,Y,0,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,0,0,0,0,0,0,25,34,15,2,10,7,16,6,6975,177269,Staples Center,3,3,1,2,whisejo99w,18,16,0,3,3,weisery99w,11,3,2,1,2,boltoru01w,0,SAC,WNBA,34,4,469,160,17,32,49,31,23,0,15,45,154,57,19,14,79,32,0,6,0,53,9,1,3,4,3,4,0,3,3,18,3,4,3,9,0,0,boltoru01w,G,0,0,69.0,150,Auburn,,1967-05-25,0000-00-00,WNBA All Decade Team Honorable Mention
4,FR,D,SAC,LAS,18,9,5,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),5,WNBA,LAS,WE,,1,Y,0,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,0,0,0,0,0,0,25,34,15,2,10,7,16,6,6975,177269,Staples Center,3,3,1,2,whisejo99w,18,16,0,3,3,coopemi01w,14,6,1,0,0,campbed01w,0,SAC,WNBA,22,22,332,74,3,16,19,16,5,2,15,24,76,29,2,0,39,16,0,6,6,102,26,0,11,11,5,3,0,2,6,25,10,0,0,14,6,0,campbed01w,G,0,0,68.0,152,Texas,,1968-11-26,0000-00-00,Kim Perrot Sportsmanship Award
4,FR,D,SAC,LAS,18,9,5,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),5,WNBA,LAS,WE,,1,Y,0,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,0,0,0,0,0,0,25,34,15,2,10,7,16,6,6975,177269,Staples Center,3,3,1,2,whisejo99w,18,16,0,3,3,thompka99w,11,3,2,1,2,campbed01w,0,SAC,WNBA,22,22,332,74,3,16,19,16,5,2,15,24,76,29,2,0,39,16,0,6,6,102,26,0,11,11,5,3,0,2,6,25,10,0,0,14,6,0,campbed01w,G,0,0,68.0,152,Texas,,1968-11-26,0000-00-00,Kim Perrot Sportsmanship Award
4,FR,D,SAC,LAS,18,9,5,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),5,WNBA,LAS,WE,,1,Y,0,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,0,0,0,0,0,0,25,34,15,2,10,7,16,6,6975,177269,Staples Center,3,3,1,2,whisejo99w,18,16,0,3,3,weisery99w,11,3,2,1,2,campbed01w,0,SAC,WNBA,22,22,332,74,3,16,19,16,5,2,15,24,76,29,2,0,39,16,0,6,6,102,26,0,11,11,5,3,0,2,6,25,10,0,0,14,6,0,campbed01w,G,0,0,68.0,152,Texas,,1968-11-26,0000-00-00,Kim Perrot Sportsmanship Award
7,FR,D,SAC,LAS,18,9,5,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),5,WNBA,LAS,WE,,1,Y,0,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,0,0,0,0,0,0,25,34,15,2,10,7,16,6,6975,177269,Staples Center,3,3,1,2,whisejo99w,18,16,0,3,3,coopemi01w,14,6,1,0,0,griffyo01w,0,SAC,WNBA,34,34,1031,494,122,124,246,42,75,41,59,99,341,177,186,140,1,0,2,6,6,204,82,20,29,49,8,12,6,12,15,63,31,24,20,0,0,0,griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,0000-00-00,WNBA All-Decade Team
6,FR,D,SAC,LAS,18,9,5,WNBA,SAC,WE,,4,Y,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),5,WNBA,LAS,WE,,1,Y,0,L,,,Los Angeles Sparks,904,2069,530,722,157,414,312,809,1121,626,731,262,529,148,2495,815,2095,557,761,174,511,339,727,1066,532,704,288,523,114,2361,0,0,0,0,0,0,25,34,15,2,10,7,16,6,6975,177269,Staples Center,3,3,1,2,whisejo99w,18,16,0,3,3,coopemi01w,14,6,1,0,0,griffyo01w,0,SAC,WNBA,34,34,1031,494,122,124,246,42,75,41,59,99,341,177,186,140,1,0,2,6,6,204,82,20,29,49,8,12,6,12,15,63,31,24,20,0,0,0,griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,0000-00-00,WNBA Finals Most Valuable Player
